Guid,Title,Genres,Keywords,Director,Actors
tt0035238,Random Harvest,Drama | Romance,legs | train station | year 1918 | memory | love,Mervyn LeRoy,Ronald Colman | Greer Garson | Philip Dorn | Susan Peters
tt0035979,Heaven Can Wait,Comedy | Drama | Fantasy | Romance,comics | water poured over someone's head | hades the underworld | reference to muhammad | hell,Ernst Lubitsch,Gene Tierney | Don Ameche | Charles Coburn | Marjorie Main
tt0036506,Vredens dag,Drama | History,witch burning | torture chamber | torment | sex | female nudity,Carl Theodor Dreyer,Thorkild Roose | Lisbeth Movin | Sigrid Neiiendam | Kirsten Andreasen
tt0036910,The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,Biography | Drama | History | War,agincourt france | globe theatre | shakespeare's henry v | murder of a child | king henry v of englamd character,Laurence Olivier,Laurence Olivier | Robert Newton | Leslie Banks | Felix Aylmer
tt0037075,Ministry of Fear,Crime | Drama | Film-Noir | Mystery | Thriller,train | bomb | conspiracy | on the run | spy,Fritz Lang,Ray Milland | Marjorie Reynolds | Carl Esmond | Hillary Brooke
tt0037094,Mr. Skeffington,Drama | Romance,jewish | embezzlement | demitasse | younger version of character | character name as title,Vincent Sherman,Bette Davis | Claude Rains | Walter Abel | George Coulouris
tt0037469,The Woman in the Window,Crime | Drama | Film-Noir | Mystery | Thriller,1940s | 40s | instructor | academic | lecture,Fritz Lang,Edward G. Robinson | Joan Bennett | Raymond Massey | Edmund Breon
tt0038369,The Blue Dahlia,Crime | Film-Noir | Mystery | Thriller,on the run | nightclub owner | hotel detective | amnesia | murder of wife,George Marshall,Alan Ladd | Veronica Lake | William Bendix | Howard Da Silva
tt0038991,The Stranger,Crime | Drama | Film-Noir | Mystery | Thriller,small town | connecticut | nazi war criminal | nazi hunter | false identity,Orson Welles,Orson Welles | Edward G. Robinson | Loretta Young | Philip Merivale
tt0039661,Nightmare Alley,Drama | Film-Noir,mentalist | sideshow | alcoholic | carnival | psychologist,Edmund Goulding,Tyrone Power | Joan Blondell | Coleen Gray | Helen Walker
tt0039677,Odd Man Out,Crime | Drama | Film-Noir | Thriller,visual impairment | police | love | irish | northern ireland,Carol Reed,James Mason | Robert Newton | Cyril Cusack | F.J. McCormick
tt0040308,Easter Parade,Musical | Romance,camp | campy | dance | dancing | easter,Charles Walters,Judy Garland | Fred Astaire | Peter Lawford | Ann Miller
tt0040525,The Lady from Shanghai,Crime | Drama | Film-Noir | Mystery | Thriller,hall of mirrors | shanghai china | national film registry | taxi | blonde woman,Orson Welles,Rita Hayworth | Orson Welles | Everett Sloane | Glenn Anders
tt0040536,Letter from an Unknown Woman,Drama | Romance,letter | unrequited love | pianist | duel | flashback,Max Ophüls,Joan Fontaine | Louis Jourdan | Mady Christians | Marcel Journet
tt0040872,They Live by Night,Crime | Film-Noir | Romance,playing golf | pet dog | singing | christmas tree | sweet potato pie,Nicholas Ray,Cathy O'Donnell | Farley Granger | Howard Da Silva | Jay C. Flippen
tt0040919,Unfaithfully Yours,Comedy | Music | Romance | Thriller,conductor | suspicion | daydream | symphony | infidelity,Preston Sturges,Rex Harrison | Linda Darnell | Rudy Vallee | Barbara Lawrence
tt0041587,A Letter to Three Wives,Drama | Romance,husband wife relationship | reference to george washington | shakespearean quote | new year's eve | speaking spanish,Joseph L. Mankiewicz,Jeanne Crain | Linda Darnell | Ann Sothern | Kirk Douglas
tt0043012,Summer Stock,Musical | Romance,singing a duet | whispering in ear | quitting a job without notice | nose drops | earthbuster tractor,Charles Walters,Judy Garland | Gene Kelly | Eddie Bracken | Gloria DeHaven
tt0044486,Carrie,Drama | Romance,character name as title | cobbler the shoemaker | period drama | train | restaurant,William Wyler,Laurence Olivier | Jennifer Jones | Miriam Hopkins | Eddie Albert
tt0044502,Clash by Night,Drama | Film-Noir | Romance,loveless marriage | anger | rumor | gossip | pier,Fritz Lang,Barbara Stanwyck | Robert Ryan | Paul Douglas | Marilyn Monroe
tt0047203,Magnificent Obsession,Drama | Romance,remake | spoiled rich man | hospital doctor | kiss on the forehead | harvest festival,Douglas Sirk,Jane Wyman | Rock Hudson | Agnes Moorehead | Otto Kruger
tt0047444,Miyamoto Musashi,Action | Adventure | Biography | Drama | History | Romance,japanese history | fiance | village | glory seeker | glory,Hiroshi Inagaki,Toshirô Mifune | Mariko Okada | Rentarô Mikuni | Kurôemon Onoe
tt0047522,A Star Is Born,Drama | Musical | Romance,remake | alcoholism | self destructiveness | self sacrifice | washed up star,George Cukor,Judy Garland | James Mason | Jack Carson | Charles Bickford
tt0047677,The Wild One,Crime | Drama | Romance | Thriller,1950s | gang | motorcycle | small town | motorcycle gang,Laslo Benedek,Marlon Brando | Mary Murphy | Robert Keith | Lee Marvin
tt0048434,Nuit et brouillard,Documentary | Short | History | War,reference to hermann goering | essay film | nazi | concentration camp | jew,Alain Resnais,Michel Bouquet | Reinhard Heydrich | Heinrich Himmler | Adolf Hitler
tt0048579,Zoku Miyamoto Musashi: Ichijôji no kettô,Action | Adventure | Biography | Drama | History,japanese history | duel | young | japan | samurai,Hiroshi Inagaki,Toshirô Mifune | Mariko Okada | Kôji Tsuruta | Kaoru Yachigusa
tt0048752,Tuntematon sotilas,Drama | War,finnish soldier | finnish | finland | year 1941 | soviet finnish war,Edvin Laine,Kosti Klemelä | Heikki Savolainen | Reino Tolvanen | Veikko Sinisalo
tt0049012,Biruma no tategoto,Drama | Music | War,soldier | surrender | buddhist | monk | prayer,Kon Ichikawa,Rentarô Mikuni | Shôji Yasui | Tatsuya Mihashi | Jun Hamamura
tt0049055,Carousel,Drama | Fantasy | Musical,remake | based on stage musical | psychotronic film | carousel | return to earth,Henry King,Gordon MacRae | Shirley Jones | Cameron Mitchell | Barbara Ruick
tt0049710,Miyamoto Musashi kanketsuhen: kettô Ganryûjima,Action | Adventure | Drama | Romance,japanese history | felling tree | cutting wood | cutting down a tree | becoming a farmer,Hiroshi Inagaki,Toshirô Mifune | Mariko Okada | Kôji Tsuruta | Kaoru Yachigusa
tt0049782,Sora no daikaijû Radon,Adventure | Drama | Horror | Sci-Fi,kaiju | tokusatsu | japan | monster | miner,Ishirô Honda,Kenji Sahara | Yumi Shirakawa | Akihiko Hirata | Akio Kobori
tt0051003,The Spirit of St. Louis,Adventure | Biography | Drama | History,aviation | atlantic ocean | year 1927 | transatlantic flight | paris france,Billy Wilder,James Stewart | Murray Hamilton | Patricia Smith | Bartlett Robinson
tt0053168,Pickpocket,Crime | Drama,torn pants | family relationships | voice over | paris metro | subway station,Robert Bresson,Martin LaSalle | Marika Green | Jean Pélégri | Dolly Scal
tt0055892,David and Lisa,Drama,mental illness | multiple personality disorder | angst | homosexual | homosexuality,Frank Perry,Keir Dullea | Janet Margolin | Howard Da Silva | Neva Patterson
tt0056058,Seppuku,Action | Drama | History,samurai | one against many | year 1630 | katana | ronin,Masaki Kobayashi,Tatsuya Nakadai | Akira Ishihama | Shima Iwashita | Tetsurô Tanba
tt0056262,The Music Man,Comedy | Family | Musical | Romance,brother sister relationship | spinster | reference to gary indiana | librarian | iowa,Morton DaCosta,Robert Preston | Shirley Jones | Buddy Hackett | Hermione Gingold
tt0056300,La rivière du hibou,Short | Adventure | Drama | Fantasy | Thriller | War | Western,american civil war | bridge | civil war | escape | hanging,Robert Enrico,Roger Jacquet | Anne Cornaly | Anker Larsen | Stéphane Fey
tt0056736,L'eclisse,Drama | Romance,sports car | mother daughter relationship | stock broker | italy | insomnia,Michelangelo Antonioni,Monica Vitti | Alain Delon | Francisco Rabal | Lilla Brignone
tt0057877,Becket,Biography | Drama | History,religion | 12th century | england | friendship | based on play,Peter Glenville,Richard Burton | Peter O'Toole | John Gielgud | Gino Cervi
tt0058213,"Hush...Hush, Sweet Charlotte",Crime | Drama | Mystery | Thriller,severed hand | hand chopped off | southern gothic | haunted by the past | severed head,Robert Aldrich,Bette Davis | Olivia de Havilland | Joseph Cotten | Agnes Moorehead
tt0058262,The Killers,Crime | Drama | Mystery | Thriller,hitman | betrayal | based on short story | neo noir | psychotronic film,Don Siegel,Lee Marvin | Angie Dickinson | John Cassavetes | Clu Gulager
tt0058430,Onibaba,Drama | Horror,mask | folk horror | grass | female jealousy | japanese new wave,Kaneto Shindô,Nobuko Otowa | Jitsuko Yoshimura | Kei Satô | Jûkichi Uno
tt0058606,"Spider Baby or, the Maddest Story Ever Told",Comedy | Horror,cult film | b movie | spider in mouth | exploitation | slasher,Jack Hill,Lon Chaney Jr. | Carol Ohmart | Quinn K. Redeker | Beverly Washburn
tt0058946,La battaglia di Algeri,Drama | War,battle of algiers | algeria | resistance | struggle for independence | street fighter,Gillo Pontecorvo,Brahim Hadjadj | Jean Martin | Yacef Saadi | Samia Kerbash
tt0059026,A Charlie Brown Christmas,Animation | Comedy | Family,christmas tree | christmas | meaning of christmas | commercialism | ice skating,Bill Melendez,Ann Altieri | Chris Doran | Sally Dryer | Bill Melendez
tt0059798,A Thousand Clowns,Comedy | Drama | Romance,new york city | child custody | nonconformity | uncle nephew relationship | precocious child,Fred Coe,Jason Robards | Barbara Harris | Martin Balsam | Gene Saks
tt0060107,Andrey Rublev,Biography | Drama | History,russian orthodox church | russia | painter | genius | silence,Andrei Tarkovsky,Anatoliy Solonitsyn | Ivan Lapikov | Nikolay Grinko | Nikolay Sergeev
tt0060138,Au hasard Balthazar,Drama,donkey | parable | smuggling | farm | female rear nudity,Robert Bresson,Anne Wiazemsky | Walter Green | François Lafarge | Jean-Claude Guilbert
tt0060153,Batman: The Movie,Adventure | Comedy | Crime | Family,batman character | parody | campy | tongue in cheek | world domination,Leslie H. Martinson,Adam West | Burt Ward | Lee Meriwether | Cesar Romero
tt0060666,Manos: The Hands of Fate,Horror,catfight | unintentional humor | driving | surrealism | camp,Harold P. Warren,Tom Neyman | John Reynolds | Diane Adelson | Harold P. Warren
tt0061369,Astérix le Gaulois,Animation | Action | Adventure | Comedy | Family | Fantasy,druid | potion | asterix | extraordinary strength | based on comic book,Ray Goossens,Roger Carel | Jacques Morel | Pierre Tornade | Jacques Jouanneau
tt0061589,Dont Look Back,Documentary | Music,tour | hotel | music fan | guitarist | limousine,D.A. Pennebaker,Bob Dylan | Albert Grossman | Bob Neuwirth | Joan Baez
tt0061643,Fando y Lis,Adventure | Fantasy,directorial debut | post apocalypse | nihilism | experimental film | journey,Alejandro Jodorowsky,Tamara Garina | Sergio Kleiner | Diana Mariscal | María Teresa Rivas
tt0062136,Playtime,Comedy,tourist | paris france | maze | restaurant | architecture,Jacques Tati,Jacques Tati | Barbara Dennek | Rita Maiden | France Rumilly
tt0062138,Point Blank,Crime | Drama | Thriller,revenge | money | alcatraz | hitman | gangster,John Boorman,Lee Marvin | Angie Dickinson | Keenan Wynn | Carroll O'Connor
tt0062407,Two for the Road,Comedy | Drama | Romance,on the road | infidelity | road trip | adultery | husband wife relationship,Stanley Donen,Audrey Hepburn | Albert Finney | Eleanor Bron | William Daniels
tt0062425,Up the Down Staircase,Drama,reference to calvin coolidge | reference to george eliot | reference to silas marner | teacher student romance | reference to a tale of two cities,Robert Mulligan,Patrick Bedford | Sandy Dennis | Eileen Heckart | Ruth White
tt0063050,The Heart Is a Lonely Hunter,Drama,doctor | african american | drifter | loneliness | grief,Robert Ellis Miller,Alan Arkin | Sondra Locke | Chuck McCann | Peter Mamakos
tt0063829,"Yours, Mine and Ours",Comedy | Family,based on true story | fatherhood | carton | motherhood | redhead,Melville Shavelson,Lucille Ball | Henry Fonda | Van Johnson | Louise Troy
tt0064002,Alice's Restaurant,Comedy | Drama | Music,garbage dump | littering | judge | male underwear | cameo appearance by real life subject,Arthur Penn,Arlo Guthrie | Patricia Quinn | James Broderick | Pete Seeger
tt0064612,Ma nuit chez Maud,Comedy | Drama | Romance,pascal's wager | devout catholic | philosophising | christianity | male female relationship,Éric Rohmer,Jean-Louis Trintignant | Françoise Fabian | Marie-Christine Barrault | Antoine Vitez
tt0065955,En kärlekshistoria,Drama | Romance,love | teenager | young love | teenage girl | teenage boy,Roy Andersson,Ann-Sofie Kylin | Rolf Sohlman | Anita Lindblom | Bertil Norström
tt0065963,The Landlord,Comedy | Drama | Romance,plan | tenant | landlord | gentrification | tenement,Hal Ashby,Beau Bridges | Lee Grant | Diana Sands | Pearl Bailey
tt0066993,The Devils,Biography | Drama | History,priest | france | 17th century | mother superior | nun,Ken Russell,Vanessa Redgrave | Oliver Reed | Dudley Sutton | Max Adrian
tt0067023,Duel,Action | Thriller,truck | mysterious villain | california | pursuer | unknown villain,Steven Spielberg,Dennis Weaver | Jacqueline Scott | Eddie Firestone | Lou Frizzell
tt0067439,Mon oncle Antoine,Drama,asbestos | christmas | quebec | general store | coming of age,Claude Jutra,Jacques Gagnon | Lyne Champagne | Jean Duceppe | Olivette Thibault
tt0067866,El Topo,Drama | Western,midget | self immolation | written and directed by cast member | real life father and son playing father and son | revenge,Alejandro Jodorowsky,Alejandro Jodorowsky | Brontis Jodorowsky | José Legarreta | Alfonso Arau
tt0068503,Dr. Phibes Rises Again,Comedy | Horror,egypt | tomb | telephone rigged to kill | mad scientist | sarcophagus,Robert Fuest,Vincent Price | Robert Quarry | Valli Kemp | Hugh Griffith
tt0068655,Le grand blond avec une chaussure noire,Comedy | Mystery,sex | cult film | parody | espionage | secret service,Yves Robert,Pierre Richard | Bernard Blier | Jean Rochefort | Mireille Darc
tt0068828,Lady Sings the Blues,Biography | Drama | Music | Romance,drug abuse | jazz music | singer | jazz | brothel,Sidney J. Furie,Diana Ross | Billy Dee Williams | Richard Pryor | James T. Callahan
tt0070215,Il mio nome è Nessuno,Comedy | Western,gunslinger | double gun holster | new mexico territory | arizona territory | albuquerque new mexico,Tonino Valerii,Terence Hill | Henry Fonda | Jean Martin | R.G. Armstrong
tt0070643,Scarecrow,Drama,car wash | ex sailor | ex convict | prison | road movie,Jerry Schatzberg,Gene Hackman | Al Pacino | Dorothy Tristan | Ann Wedgeworth
tt0070698,Sisters,Horror | Mystery | Thriller,murder | police | neighbor | twin | birthday,Brian De Palma,Margot Kidder | Jennifer Salt | Charles Durning | William Finley
tt0071269,California Split,Comedy | Drama,poker | casino | writer | magazine | gambling,Robert Altman,George Segal | Elliott Gould | Ann Prentiss | Gwen Welles
tt0071464,Emmanuelle,Drama,extramarital affair | multiple lovers | vagina | bordello | caressing,Just Jaeckin,Sylvia Kristel | Alain Cuny | Marika Green | Daniel Sarky
tt0071487,Le fantôme de la liberté,Comedy,female pantyhosed crotch | female stockinged legs | taupe pantyhose | pantyhose | fishnet stockings,Luis Buñuel,Jean-Claude Brialy | Adolfo Celi | Michel Piccoli | Monica Vitti
tt0071571,Gone in 60 Seconds,Action | Crime | Drama | Thriller,named car | coors beer | marijuana smoking | cigar smoking | telephone call,H.B. Halicki,H.B. Halicki | Marion Busia | Jerry Daugirda | James McIntyre
tt0071583,The Groove Tube,Comedy,female full frontal nudity | breasts | male full frontal nudity | undressing | sex scene,Ken Shapiro,Ken Shapiro | Richard Belzer | Chevy Chase | Buzzy Linhart
